import time: self [us] | cumulative | imported package
import time:       168 |        168 |     litellm.llms.ollama.common_utils
import time:       522 |        880 |   litellm.llms.ollama.completion.transformation
import time:        91 |         91 |       litellm.llms.sagemaker
import time:       133 |        224 |     litellm.llms.sagemaker.completion
import time:       320 |        320 |     litellm.llms.sagemaker.common_utils
import time:       284 |        826 |   litellm.llms.sagemaker.completion.transformation
import time:       100 |        100 |     litellm.llms.sagemaker.chat
import time:       208 |        308 |   litellm.llms.sagemaker.chat.transformation
import time:       311 |        311 |   litellm.llms.ollama_chat
import time:        86 |         86 |     litellm.llms.bedrock.chat.invoke_transformations
import time:       390 |        390 |     litellm.llms.bedrock.chat.invoke_transformations.base_invoke_transformation
import time:       240 |        715 |   litellm.llms.bedrock.chat.invoke_transformations.amazon_ai21_transformation
import time:       213 |        213 |   litellm.llms.bedrock.chat.invoke_transformations.amazon_nova_transformation
import time:       293 |        293 |   litellm.llms.bedrock.chat.invoke_transformations.anthropic_claude2_transformation
import time:       205 |        205 |   litellm.llms.bedrock.chat.invoke_transformations.anthropic_claude3_transformation
import time:        82 |         82 |       litellm.llms.cohere.chat
import time:       364 |        445 |     litellm.llms.cohere.chat.transformation
import time:       179 |        624 |   litellm.llms.bedrock.chat.invoke_transformations.amazon_cohere_transformation
import time:       182 |        182 |   litellm.llms.bedrock.chat.invoke_transformations.amazon_llama_transformation
import time:       243 |        243 |   litellm.llms.bedrock.chat.invoke_transformations.amazon_deepseek_transformation
import time:       178 |        178 |   litellm.llms.bedrock.chat.invoke_transformations.amazon_mistral_transformation
import time:       184 |        184 |   litellm.llms.bedrock.chat.invoke_transformations.amazon_titan_transformation
import time:       188 |        188 |   litellm.llms.bedrock.image.amazon_stability1_transformation
import time:       164 |        164 |   litellm.llms.bedrock.image.amazon_stability3_transformation
import time:       190 |        190 |   litellm.llms.bedrock.image.amazon_nova_canvas_transformation
import time:        84 |         84 |     litellm.llms.bedrock.embed
import time:       215 |        298 |   litellm.llms.bedrock.embed.amazon_titan_g1_transformation
import time:       167 |        167 |   litellm.llms.bedrock.embed.amazon_titan_multimodal_transformation
import time:       161 |        161 |   litellm.llms.bedrock.embed.amazon_titan_v2_transformation
import time:        96 |         96 |       litellm.llms.cohere.embed
import time:       357 |        452 |     litellm.llms.cohere.embed.transformation
import time:       163 |        615 |   litellm.llms.bedrock.embed.cohere_transformation
import time:        87 |         87 |     litellm.llms.openai.image_variations
import time:       268 |        355 |   litellm.llms.openai.image_variations.transformation
import time:        76 |         76 |       litellm.llms.deepinfra
import time:       110 |        186 |     litellm.llms.deepinfra.chat
import time:       318 |        504 |   litellm.llms.deepinfra.chat.transformation
import time:       106 |        106 |       litellm.llms.deepgram
import time:       122 |        228 |     litellm.llms.deepgram.audio_transcription
import time:       187 |        187 |     litellm.llms.deepgram.common_utils
import time:       424 |        838 |   litellm.llms.deepgram.audio_transcription.transformation
import time:        78 |         78 |     litellm.llms.topaz
import time:       234 |        311 |   litellm.llms.topaz.common_utils
import time:        78 |         78 |     litellm.llms.topaz.image_variations
import time:       369 |        446 |   litellm.llms.topaz.image_variations.transformation
import time:        83 |         83 |     litellm.llms.groq.chat
import time:       282 |        365 |   litellm.llms.groq.chat.transformation
import time:        77 |         77 |       litellm.llms.voyage
import time:       109 |        186 |     litellm.llms.voyage.embedding
import time:       263 |        449 |   litellm.llms.voyage.embedding.transformation
import time:        86 |         86 |     litellm.llms.infinity.embedding
import time:       408 |        494 |   litellm.llms.infinity.embedding.transformation
import time:        83 |         83 |     litellm.llms.azure_ai.chat
import time:       492 |        575 |   litellm.llms.azure_ai.chat.transformation
import time:        79 |         79 |     litellm.llms.mistral
import time:       274 |        274 |     litellm.types.llms.mistral
import time:       348 |        700 |   litellm.llms.mistral.mistral_chat_transformation
import time:        94 |         94 |     litellm.llms.openai.responses
import time:       377 |        471 |   litellm.llms.openai.responses.transformation
import time:        97 |         97 |     litellm.llms.azure.responses
import time:       256 |        352 |   litellm.llms.azure.responses.transformation
import time:        79 |         79 |     litellm.llms.openai.transcriptions
import time:       232 |        311 |   litellm.llms.openai.transcriptions.whisper_transformation
import time:       160 |        160 |   litellm.llms.openai.transcriptions.gpt_transformation
import time:       178 |        178 |   litellm.llms.openai.chat.gpt_audio_transformation
import time:        80 |         80 |     litellm.llms.nvidia_nim
import time:       218 |        297 |   litellm.llms.nvidia_nim.chat
import time:       154 |        154 |   litellm.llms.nvidia_nim.embed
import time:        73 |         73 |     litellm.llms.cerebras
import time:       325 |        398 |   litellm.llms.cerebras.chat
import time:        85 |         85 |     litellm.llms.sambanova
import time:       207 |        292 |   litellm.llms.sambanova.chat
import time:        86 |         86 |     litellm.llms.fireworks_ai.chat
import time:       177 |        177 |     litellm.llms.fireworks_ai.common_utils
import time:       440 |        701 |   litellm.llms.fireworks_ai.chat.transformation
import time:        95 |         95 |     litellm.llms.fireworks_ai.completion
import time:       222 |        317 |   litellm.llms.fireworks_ai.completion.transformation
import time:        83 |         83 |     litellm.llms.fireworks_ai.audio_transcription
import time:       197 |        280 |   litellm.llms.fireworks_ai.audio_transcription.transformation
import time:        76 |         76 |     litellm.llms.fireworks_ai.embed
import time:       181 |        257 |   litellm.llms.fireworks_ai.embed.fireworks_ai_transformation
import time:        71 |         71 |       litellm.llms.friendliai
import time:       121 |        192 |     litellm.llms.friendliai.chat
import time:       185 |        376 |   litellm.llms.friendliai.chat.transformation
import time:        77 |         77 |     litellm.llms.jina_ai.embedding
import time:       234 |        310 |   litellm.llms.jina_ai.embedding.transformation
import time:        86 |         86 |       litellm.llms.xai
import time:       110 |        196 |     litellm.llms.xai.chat
import time:       218 |        413 |   litellm.llms.xai.chat.transformation
import time:       196 |        196 |   litellm.llms.xai.common_utils
import time:       175 |        175 |   litellm.llms.volcengine
import time:        73 |         73 |       litellm.llms.codestral
import time:       115 |        187 |     litellm.llms.codestral.completion
import time:       318 |        505 |   litellm.llms.codestral.completion.transformation
import time:       589 |        589 |   litellm.llms.azure.azure
import time:        86 |         86 |     litellm.llms.azure.chat
import time:       151 |        151 |     litellm.types.llms.azure
import time:       332 |        568 |   litellm.llms.azure.chat.gpt_transformation
import time:        82 |         82 |     litellm.llms.azure.completion
import time:       206 |        288 |   litellm.llms.azure.completion.transformation
import time:        75 |         75 |       litellm.llms.hosted_vllm
import time:       109 |        183 |     litellm.llms.hosted_vllm.chat
import time:       231 |        414 |   litellm.llms.hosted_vllm.chat.transformation
import time:        73 |         73 |       litellm.llms.litellm_proxy
import time:       111 |        183 |     litellm.llms.litellm_proxy.chat
import time:       227 |        410 |   litellm.llms.litellm_proxy.chat.transformation
import time:        77 |         77 |       litellm.llms.vllm
import time:       112 |        189 |     litellm.llms.vllm.completion
import time:       176 |        364 |   litellm.llms.vllm.completion.transformation
import time:        95 |         95 |     litellm.llms.deepseek.chat
import time:       205 |        299 |   litellm.llms.deepseek.chat.transformation
import time:        72 |         72 |       litellm.llms.lm_studio
import time:       121 |        192 |     litellm.llms.lm_studio.chat
import time:       192 |        383 |   litellm.llms.lm_studio.chat.transformation
import time:       179 |        179 |     litellm.llms.lm_studio.embed
import time:       216 |        394 |   litellm.llms.lm_studio.embed.transformation
import time:        78 |         78 |       litellm.llms.perplexity
import time:       155 |        232 |     litellm.llms.perplexity.chat
import time:       265 |        497 |   litellm.llms.perplexity.chat.transformation
import time:       197 |        197 |   litellm.llms.azure.chat.o_series_transformation
import time:        82 |         82 |       litellm.llms.watsonx
import time:       113 |        195 |     litellm.llms.watsonx.completion
import time:       442 |        442 |     litellm.types.llms.watsonx
import time:       272 |        272 |     litellm.llms.watsonx.common_utils
import time:       432 |       1339 |   litellm.llms.watsonx.completion.transformation
import time:        83 |         83 |     litellm.llms.watsonx.chat
import time:       242 |        324 |   litellm.llms.watsonx.chat.transformation
import time:        86 |         86 |     litellm.llms.watsonx.embed
import time:       235 |        320 |   litellm.llms.watsonx.embed.transformation
import time:       128 |        128 |     litellm.litellm_core_utils.health_check_utils
import time:       170 |        170 |     litellm.litellm_core_utils.mock_functions
import time:        76 |         76 |       litellm.realtime_api
import time:       133 |        133 |         litellm.llms.azure.realtime
import time:       259 |        259 |         litellm.litellm_core_utils.realtime_streaming
import time:       246 |        636 |       litellm.llms.azure.realtime.handler
import time:        82 |         82 |         litellm.llms.openai.realtime
import time:       192 |        274 |       litellm.llms.openai.realtime.handler
import time:       254 |       1238 |     litellm.realtime_api.main
import time:       132 |        132 |     litellm.litellm_core_utils.fallback_utils
import time:       319 |        319 |     litellm.litellm_core_utils.streaming_chunk_builder_utils
import time:       167 |        167 |     litellm.llms.baseten
import time:       362 |        362 |     litellm.llms.azure.audio_transcriptions
import time:       217 |        217 |     litellm.llms.azure.chat.o_series_handler
import time:       235 |        235 |     litellm.llms.azure.completion.handler
import time:       361 |        361 |         litellm.types.llms.azure_ai
import time:       229 |        229 |         litellm.llms.azure_ai.embed.cohere_transformation
import time:       263 |        852 |       litellm.llms.azure_ai.embed.handler
import time:       137 |        988 |     litellm.llms.azure_ai.embed
import time:       237 |        237 |       litellm.llms.cohere.embed.handler
import time:       287 |        524 |     litellm.llms.bedrock.embed.embedding
import time:       884 |        884 |     litellm.llms.bedrock.image.image_handler
import time:       328 |        328 |     litellm.llms.codestral.completion.handler
import time:      1699 |       1699 |     litellm.llms.custom_httpx.aiohttp_handler
import time:       279 |        279 |       litellm.responses.streaming_iterator
import time:       678 |        956 |     litellm.llms.custom_httpx.llm_http_handler
import time:       104 |        104 |         litellm.llms.openai_like.embedding
import time:       259 |        362 |       litellm.llms.openai_like.embedding.handler
import time:       181 |        543 |     litellm.llms.databricks.embed.handler
import time:       204 |        204 |     litellm.llms.groq.chat.handler
import time:       360 |        360 |     litellm.llms.huggingface.embedding.handler
import time:       170 |        170 |     litellm.llms.ollama.completion.handler
import time:       165 |        165 |     litellm.llms.oobabooga.chat.oobabooga
import time:       219 |        219 |     litellm.llms.openai.completion.handler
import time:       238 |        238 |     litellm.llms.openai.image_variations.handler
import time:     41316 |      41316 |     litellm.llms.openai.transcriptions.handler
import time:       245 |        245 |     litellm.llms.petals.completion.handler
import time:       260 |        260 |     litellm.llms.predibase.chat.handler
import time:       200 |        200 |     litellm.llms.replicate.chat.handler
import time:       203 |        203 |     litellm.llms.sagemaker.chat.handler
import time:       272 |        272 |     litellm.llms.sagemaker.completion.handler
import time:       306 |        306 |     litellm.llms.vertex_ai.vertex_ai_non_gemini
import time:        92 |         92 |       litellm.llms.vertex_ai.gemini_embeddings
import time:       143 |        143 |       litellm.llms.vertex_ai.gemini_embeddings.batch_embed_content_transformation
import time:       295 |        528 |     litellm.llms.vertex_ai.gemini_embeddings.batch_embed_content_handler
import time:       206 |        206 |     litellm.llms.vertex_ai.image_generation.image_generation_handler
import time:        83 |         83 |       litellm.llms.vertex_ai.multimodal_embeddings
import time:       291 |        291 |       litellm.llms.vertex_ai.multimodal_embeddings.transformation
import time:       246 |        619 |     litellm.llms.vertex_ai.multimodal_embeddings.embedding_handler
import time:       208 |        208 |       litellm.llms.vertex_ai.text_to_speech
import time:       404 |        611 |     litellm.llms.vertex_ai.text_to_speech.text_to_speech_handler
import time:       412 |        412 |     litellm.llms.vertex_ai.vertex_ai_partner_models.main
import time:       244 |        244 |     litellm.llms.vertex_ai.vertex_embeddings.embedding_handler
import time:        95 |         95 |       litellm.llms.vertex_ai.vertex_model_garden
import time:       220 |        314 |     litellm.llms.vertex_ai.vertex_model_garden.main
import time:       177 |        177 |     litellm.llms.vllm.completion.handler
import time:       198 |        198 |     litellm.llms.watsonx.chat.handler
import time:      2658 |      58997 |   litellm.main
import time:       320 |        320 |   litellm.budget_manager
import time:       908 |        908 |   litellm.proxy.proxy_cli
import time:        98 |         98 |       litellm.router_strategy
import time:       243 |        243 |       litellm.router_strategy.tag_based_routing
import time:       171 |        171 |       litellm.router_utils.cooldown_callbacks
import time:       637 |       1148 |     litellm.router_strategy.budget_limiter
import time:       191 |        191 |     litellm.router_strategy.least_busy
import time:       334 |        334 |     litellm.router_strategy.lowest_cost
import time:       926 |        926 |     litellm.router_strategy.lowest_latency
import time:       557 |        557 |     litellm.router_strategy.lowest_tpm_rpm
import time:       222 |        222 |       litellm.router_strategy.base_routing_strategy
import time:       657 |        878 |     litellm.router_strategy.lowest_tpm_rpm_v2
import time:       151 |        151 |     litellm.router_strategy.simple_shuffle
import time:       144 |        144 |     litellm.router_utils.add_retry_fallback_headers
import time:       230 |        230 |     litellm.router_utils.batch_utils
import time:       144 |        144 |     litellm.router_utils.client_initalization_utils
import time:       117 |        117 |     litellm.router_utils.clientside_credential_handler
import time:       273 |        273 |     litellm.router_utils.cooldown_cache
import time:        90 |         90 |         litellm.router_utils.router_callbacks
import time:       173 |        263 |       litellm.router_utils.router_callbacks.track_deployment_metrics
import time:       230 |        493 |     litellm.router_utils.cooldown_handlers
import time:       287 |        287 |     litellm.router_utils.fallback_event_handlers
import time:       168 |        168 |     litellm.router_utils.handle_error
import time:       208 |        208 |       litellm.router_utils.pre_call_checks
import time:       296 |        296 |       litellm.router_utils.prompt_caching_cache
import time:       226 |        728 |     litellm.router_utils.pre_call_checks.prompt_caching_deployment_check
import time:       169 |        169 |     litellm.router_utils.pre_call_checks.responses_api_deployment_check
import time:       789 |        789 |     litellm.scheduler
import time:       339 |        339 |     litellm.router_utils.pattern_match_deployments
import time:      2618 |      10676 |   litellm.router
import time:        90 |         90 |     litellm.assistants
import time:       577 |        577 |     litellm.llms.azure.assistants
import time:       338 |        338 |     litellm.assistants.utils
import time:       711 |       1713 |   litellm.assistants.main
import time:        87 |         87 |       litellm.llms.azure.batches
import time:       294 |        380 |     litellm.llms.azure.batches.handler
import time:        85 |         85 |       litellm.llms.vertex_ai.batches
import time:       230 |        230 |       litellm.llms.vertex_ai.batches.transformation
import time:       294 |        608 |     litellm.llms.vertex_ai.batches.handler
import time:       597 |       1584 |   litellm.batches.main
import time:        82 |         82 |     litellm.batch_completion
import time:       247 |        328 |   litellm.batch_completion.main
import time:        76 |         76 |     litellm.rerank_api
import time:        82 |         82 |       litellm.llms.bedrock.rerank
import time:       224 |        224 |       litellm.llms.bedrock.rerank.transformation
import time:       338 |        643 |     litellm.llms.bedrock.rerank.handler
import time:        84 |         84 |       litellm.llms.together_ai.rerank
import time:       144 |        144 |       litellm.llms.together_ai.rerank.transformation
import time:       212 |        439 |     litellm.llms.together_ai.rerank.handler
import time:       130 |        130 |     litellm.rerank_api.rerank_utils
import time:       461 |       1747 |   litellm.rerank_api.main
import time:        90 |         90 |       litellm.types.llms.anthropic_messages
import time:       659 |        749 |     litellm.types.llms.anthropic_messages.anthropic_response
import time:       278 |       1026 |   litellm.llms.anthropic.experimental_pass_through.messages.handler
import time:        82 |         82 |       litellm.responses.litellm_completion_transformation
import time:       306 |        306 |           litellm.responses.litellm_completion_transformation.session_handler
import time:       729 |       1034 |         litellm.responses.litellm_completion_transformation.transformation
import time:       288 |       1322 |       litellm.responses.litellm_completion_transformation.streaming_iterator
import time:       254 |       1657 |     litellm.responses.litellm_completion_transformation.handler
import time:       488 |       2145 |   litellm.responses.main
import time:        84 |         84 |     litellm.fine_tuning
import time:        88 |         88 |       litellm.llms.azure.fine_tuning
import time:        80 |         80 |         litellm.llms.openai.fine_tuning
import time:       342 |        422 |       litellm.llms.openai.fine_tuning.handler
import time:       206 |        715 |     litellm.llms.azure.fine_tuning.handler
import time:        83 |         83 |       litellm.llms.vertex_ai.fine_tuning
import time:       591 |        591 |       litellm.types.fine_tuning
import time:       299 |        973 |     litellm.llms.vertex_ai.fine_tuning.handler
import time:     32946 |      34716 |   litellm.fine_tuning.main
import time:       127 |        127 |     litellm.files
import time:        93 |         93 |       litellm.llms.azure.files
import time:       425 |        518 |     litellm.llms.azure.files.handler
import time:       114 |        114 |       litellm.llms.vertex_ai.files
import time:       488 |        488 |       litellm.llms.vertex_ai.files.transformation
import time:       259 |        860 |     litellm.llms.vertex_ai.files.handler
import time:     33288 |      34791 |   litellm.files.main
import time:       266 |        266 |   litellm.types.adapter
import time:       250 |        250 |     litellm.anthropic_interface.messages
import time:       145 |        395 |   litellm.anthropic_interface
import time:       168 |        168 |   litellm.types.llms.custom_llm
import time:    226411 |    1987524 | litellm
